County,Age Group,Race/Ethnicity,Dose,Residents Vaccinated,Population,Coverage
Cheboygan,75+ years,"Unknown, other or suppressed",Up-To-Date,489,,
Cheboygan,under 5 years,"Unknown, other or suppressed",At Least One Dose,4,,
Cheboygan,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Chippewa,12-15 years,"Unknown, other or suppressed",At Least One Dose,75,,
Chippewa,12-15 years,"Unknown, other or suppressed",Up-To-Date,12,,
Chippewa,16-19 years,"Unknown, other or suppressed",At Least One Dose,122,,
Chippewa,16-19 years,"Unknown, other or suppressed",Up-To-Date,19,,
Chippewa,20-29 years,"Unknown, other or suppressed",At Least One Dose,664,,
Chippewa,20-29 years,"Unknown, other or suppressed",Up-To-Date,53,,
Chippewa,30-39 years,"Unknown, other or suppressed",At Least One Dose,839,,
Chippewa,30-39 years,"Unknown, other or suppressed",Up-To-Date,97,,
Chippewa,40-49 years,"Unknown, other or suppressed",At Least One Dose,1192,,
Chippewa,40-49 years,"Unknown, other or suppressed",Up-To-Date,149,,
Chippewa,5-11 years,"Unknown, other or suppressed",At Least One Dose,63,,
Chippewa,5-11 years,"Unknown, other or suppressed",Up-To-Date,11,,
Chippewa,50-64 years,"Unknown, other or suppressed",At Least One Dose,2532,,
Chippewa,50-64 years,"Unknown, other or suppressed",Up-To-Date,572,,
Chippewa,65-74 years,"Unknown, other or suppressed",At Least One Dose,1979,,
Chippewa,65-74 years,"Unknown, other or suppressed",Up-To-Date,787,,
Chippewa,75+ years,"Unknown, other or suppressed",At Least One Dose,1846,,
Chippewa,75+ years,"Unknown, other or suppressed",Up-To-Date,797,,
Chippewa,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Chippewa,under 5 years,"Unknown, other or suppressed",At Least One Dose,7,,
Chippewa,under 5 years,"Unknown, other or suppressed",Up-To-Date,2,,
Clare,12-15 years,"Unknown, other or suppressed",At Least One Dose,19,,
Clare,12-15 years,"Unknown, other or suppressed",Up-To-Date,3,,
Clare,16-19 years,"Unknown, other or suppressed",At Least One Dose,76,,
Clare,16-19 years,"Unknown, other or suppressed",Up-To-Date,8,,
Clare,20-29 years,"Unknown, other or suppressed",At Least One Dose,224,,
Clare,20-29 years,"Unknown, other or suppressed",Up-To-Date,20,,
Clare,30-39 years,"Unknown, other or suppressed",At Least One Dose,244,,
Clare,30-39 years,"Unknown, other or suppressed",Up-To-Date,32,,
Clare,40-49 years,"Unknown, other or suppressed",At Least One Dose,324,,
Clare,40-49 years,"Unknown, other or suppressed",Up-To-Date,44,,
Clare,5-11 years,"Unknown, other or suppressed",At Least One Dose,27,,
Clare,5-11 years,"Unknown, other or suppressed",Up-To-Date,4,,
Clare,50-64 years,"Unknown, other or suppressed",At Least One Dose,989,,
Clare,50-64 years,"Unknown, other or suppressed",Up-To-Date,227,,
Clare,65-74 years,"Unknown, other or suppressed",At Least One Dose,1139,,
Clare,65-74 years,"Unknown, other or suppressed",Up-To-Date,442,,
Clare,75+ years,"Unknown, other or suppressed",At Least One Dose,1126,,
Clare,75+ years,"Unknown, other or suppressed",Up-To-Date,460,,
Clare,under 5 years,"Unknown, other or suppressed",At Least One Dose,5,,
Clare,under 5 years,"Unknown, other or suppressed",Up-To-Date,5,,
Clinton,12-15 years,"Unknown, other or suppressed",At Least One Dose,97,,
Clinton,12-15 years,"Unknown, other or suppressed",Up-To-Date,31,,
Clinton,16-19 years,"Unknown, other or suppressed",At Least One Dose,187,,
Clinton,16-19 years,"Unknown, other or suppressed",Up-To-Date,49,,
Clinton,20-29 years,"Unknown, other or suppressed",At Least One Dose,1066,,
Clinton,20-29 years,"Unknown, other or suppressed",Up-To-Date,135,,
Clinton,30-39 years,"Unknown, other or suppressed",At Least One Dose,1108,,
Clinton,30-39 years,"Unknown, other or suppressed",Up-To-Date,217,,
Clinton,40-49 years,"Unknown, other or suppressed",At Least One Dose,887,,
Clinton,40-49 years,"Unknown, other or suppressed",Up-To-Date,200,,
Clinton,5-11 years,"Unknown, other or suppressed",At Least One Dose,108,,
Clinton,5-11 years,"Unknown, other or suppressed",Up-To-Date,38,,
Clinton,50-64 years,"Unknown, other or suppressed",At Least One Dose,1360,,
Clinton,50-64 years,"Unknown, other or suppressed",Up-To-Date,374,,
Clinton,65-74 years,"Unknown, other or suppressed",At Least One Dose,821,,
Clinton,65-74 years,"Unknown, other or suppressed",Up-To-Date,411,,
Clinton,75+ years,"Unknown, other or suppressed",At Least One Dose,871,,
Clinton,75+ years,"Unknown, other or suppressed",Up-To-Date,446,,
Clinton,under 5 years,"Unknown, other or suppressed",At Least One Dose,44,,
Clinton,under 5 years,"Unknown, other or suppressed",Up-To-Date,16,,
Crawford,12-15 years,"Unknown, other or suppressed",At Least One Dose,14,,
Crawford,12-15 years,"Unknown, other or suppressed",Up-To-Date,1,,
Crawford,16-19 years,"Unknown, other or suppressed",At Least One Dose,51,,
Crawford,16-19 years,"Unknown, other or suppressed",Up-To-Date,4,,
Crawford,20-29 years,"Unknown, other or suppressed",At Least One Dose,122,,
Crawford,20-29 years,"Unknown, other or suppressed",Up-To-Date,3,,
Crawford,30-39 years,"Unknown, other or suppressed",At Least One Dose,150,,
Crawford,30-39 years,"Unknown, other or suppressed",Up-To-Date,14,,
Crawford,40-49 years,"Unknown, other or suppressed",At Least One Dose,171,,
Crawford,40-49 years,"Unknown, other or suppressed",Up-To-Date,22,,
Crawford,5-11 years,"Unknown, other or suppressed",At Least One Dose,25,,
Crawford,5-11 years,"Unknown, other or suppressed",Up-To-Date,14,,
Crawford,50-64 years,"Unknown, other or suppressed",At Least One Dose,454,,
Crawford,50-64 years,"Unknown, other or suppressed",Up-To-Date,117,,
Crawford,65-74 years,"Unknown, other or suppressed",At Least One Dose,398,,
Crawford,65-74 years,"Unknown, other or suppressed",Up-To-Date,187,,
Crawford,75+ years,"Unknown, other or suppressed",At Least One Dose,474,,
Crawford,75+ years,"Unknown, other or suppressed",Up-To-Date,226,,
Crawford,under 5 years,"Unknown, other or suppressed",At Least One Dose,12,,
Crawford,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Delta,12-15 years,"Unknown, other or suppressed",At Least One Dose,50,,
Delta,12-15 years,"Unknown, other or suppressed",Up-To-Date,4,,
Delta,16-19 years,"Unknown, other or suppressed",At Least One Dose,116,,
Delta,16-19 years,"Unknown, other or suppressed",Up-To-Date,14,,
Delta,20-29 years,"Unknown, other or suppressed",At Least One Dose,392,,
Delta,20-29 years,"Unknown, other or suppressed",Up-To-Date,40,,
Delta,30-39 years,"Unknown, other or suppressed",At Least One Dose,493,,
Delta,30-39 years,"Unknown, other or suppressed",Up-To-Date,59,,
Delta,40-49 years,"Unknown, other or suppressed",At Least One Dose,597,,
Delta,40-49 years,"Unknown, other or suppressed",Up-To-Date,83,,
Delta,5-11 years,"Unknown, other or suppressed",At Least One Dose,37,,
Delta,5-11 years,"Unknown, other or suppressed",Up-To-Date,4,,
Delta,50-64 years,"Unknown, other or suppressed",At Least One Dose,1277,,
Delta,50-64 years,"Unknown, other or suppressed",Up-To-Date,241,,
Delta,65-74 years,"Unknown, other or suppressed",At Least One Dose,1182,,
Delta,65-74 years,"Unknown, other or suppressed",Up-To-Date,454,,
Delta,75+ years,"Unknown, other or suppressed",At Least One Dose,1202,,
Delta,75+ years,"Unknown, other or suppressed",Up-To-Date,496,,
Delta,missing,"Unknown, other or suppressed",At Least One Dose,3,,
Delta,under 5 years,"Unknown, other or suppressed",At Least One Dose,9,,
Delta,under 5 years,"Unknown, other or suppressed",Up-To-Date,11,,
Detroit,12-15 years,"Unknown, other or suppressed",At Least One Dose,503,,
Detroit,12-15 years,"Unknown, other or suppressed",Up-To-Date,58,,
Detroit,16-19 years,"Unknown, other or suppressed",At Least One Dose,1057,,
Detroit,16-19 years,"Unknown, other or suppressed",Up-To-Date,65,,
Detroit,20-29 years,"Unknown, other or suppressed",At Least One Dose,6531,,
Detroit,20-29 years,"Unknown, other or suppressed",Up-To-Date,584,,
Detroit,30-39 years,"Unknown, other or suppressed",At Least One Dose,9546,,
Detroit,30-39 years,"Unknown, other or suppressed",Up-To-Date,995,,
Detroit,40-49 years,"Unknown, other or suppressed",At Least One Dose,8805,,
Detroit,40-49 years,"Unknown, other or suppressed",Up-To-Date,915,,
Detroit,5-11 years,"Unknown, other or suppressed",At Least One Dose,521,,
Detroit,5-11 years,"Unknown, other or suppressed",Up-To-Date,50,,
Detroit,50-64 years,"Unknown, other or suppressed",At Least One Dose,17172,,
Detroit,50-64 years,"Unknown, other or suppressed",Up-To-Date,2698,,
Detroit,65-74 years,"Unknown, other or suppressed",At Least One Dose,11468,,
Detroit,65-74 years,"Unknown, other or suppressed",Up-To-Date,3191,,
Detroit,75+ years,"Unknown, other or suppressed",At Least One Dose,10441,,
Detroit,75+ years,"Unknown, other or suppressed",Up-To-Date,2935,,
Detroit,missing,"Unknown, other or suppressed",At Least One Dose,38,,
Detroit,under 5 years,"Unknown, other or suppressed",At Least One Dose,251,,
Detroit,under 5 years,"Unknown, other or suppressed",Up-To-Date,24,,
Dickinson,12-15 years,"Unknown, other or suppressed",At Least One Dose,60,,
Dickinson,12-15 years,"Unknown, other or suppressed",Up-To-Date,10,,
Dickinson,16-19 years,"Unknown, other or suppressed",At Least One Dose,138,,
Dickinson,16-19 years,"Unknown, other or suppressed",Up-To-Date,16,,
Dickinson,20-29 years,"Unknown, other or suppressed",At Least One Dose,464,,
Dickinson,20-29 years,"Unknown, other or suppressed",Up-To-Date,44,,
Dickinson,30-39 years,"Unknown, other or suppressed",At Least One Dose,523,,
Dickinson,30-39 years,"Unknown, other or suppressed",Up-To-Date,90,,
Dickinson,40-49 years,"Unknown, other or suppressed",At Least One Dose,696,,
Dickinson,40-49 years,"Unknown, other or suppressed",Up-To-Date,113,,
Dickinson,5-11 years,"Unknown, other or suppressed",At Least One Dose,39,,
Dickinson,5-11 years,"Unknown, other or suppressed",Up-To-Date,10,,
Dickinson,50-64 years,"Unknown, other or suppressed",At Least One Dose,1768,,
Dickinson,50-64 years,"Unknown, other or suppressed",Up-To-Date,442,,
Dickinson,65-74 years,"Unknown, other or suppressed",At Least One Dose,1746,,
Dickinson,65-74 years,"Unknown, other or suppressed",Up-To-Date,804,,
Dickinson,75+ years,"Unknown, other or suppressed",At Least One Dose,1676,,
Dickinson,75+ years,"Unknown, other or suppressed",Up-To-Date,737,,
Dickinson,under 5 years,"Unknown, other or suppressed",At Least One Dose,3,,
Dickinson,under 5 years,"Unknown, other or suppressed",Up-To-Date,6,,
Eaton,12-15 years,"Unknown, other or suppressed",At Least One Dose,128,,
Eaton,12-15 years,"Unknown, other or suppressed",Up-To-Date,18,,
Eaton,16-19 years,"Unknown, other or suppressed",At Least One Dose,301,,
Eaton,16-19 years,"Unknown, other or suppressed",Up-To-Date,48,,
Eaton,20-29 years,"Unknown, other or suppressed",At Least One Dose,1326,,
Eaton,20-29 years,"Unknown, other or suppressed",Up-To-Date,156,,
Eaton,30-39 years,"Unknown, other or suppressed",At Least One Dose,1800,,
Eaton,30-39 years,"Unknown, other or suppressed",Up-To-Date,267,,
Eaton,40-49 years,"Unknown, other or suppressed",At Least One Dose,1527,,
Eaton,40-49 years,"Unknown, other or suppressed",Up-To-Date,224,,
Eaton,5-11 years,"Unknown, other or suppressed",At Least One Dose,170,,
Eaton,5-11 years,"Unknown, other or suppressed",Up-To-Date,27,,
Eaton,50-64 years,"Unknown, other or suppressed",At Least One Dose,2553,,
Eaton,50-64 years,"Unknown, other or suppressed",Up-To-Date,609,,
Eaton,65-74 years,"Unknown, other or suppressed",At Least One Dose,1814,,
Eaton,65-74 years,"Unknown, other or suppressed",Up-To-Date,776,,
Eaton,75+ years,"Unknown, other or suppressed",At Least One Dose,1783,,
Eaton,75+ years,"Unknown, other or suppressed",Up-To-Date,748,,
Eaton,under 5 years,"Unknown, other or suppressed",At Least One Dose,71,,
Eaton,under 5 years,"Unknown, other or suppressed",Up-To-Date,36,,
Emmet,12-15 years,"Unknown, other or suppressed",At Least One Dose,54,,
Emmet,12-15 years,"Unknown, other or suppressed",Up-To-Date,16,,
Emmet,16-19 years,"Unknown, other or suppressed",At Least One Dose,113,,
Emmet,16-19 years,"Unknown, other or suppressed",Up-To-Date,25,,
Emmet,20-29 years,"Unknown, other or suppressed",At Least One Dose,406,,
Emmet,20-29 years,"Unknown, other or suppressed",Up-To-Date,55,,
Emmet,30-39 years,"Unknown, other or suppressed",At Least One Dose,427,,
Emmet,30-39 years,"Unknown, other or suppressed",Up-To-Date,59,,
Emmet,40-49 years,"Unknown, other or suppressed",At Least One Dose,462,,
Emmet,40-49 years,"Unknown, other or suppressed",Up-To-Date,82,,
Emmet,5-11 years,"Unknown, other or suppressed",At Least One Dose,43,,
Emmet,5-11 years,"Unknown, other or suppressed",Up-To-Date,9,,
Emmet,50-64 years,"Unknown, other or suppressed",At Least One Dose,826,,
Emmet,50-64 years,"Unknown, other or suppressed",Up-To-Date,216,,
Emmet,65-74 years,"Unknown, other or suppressed",At Least One Dose,644,,
Emmet,65-74 years,"Unknown, other or suppressed",Up-To-Date,312,,
Emmet,75+ years,"Unknown, other or suppressed",At Least One Dose,678,,
Emmet,75+ years,"Unknown, other or suppressed",Up-To-Date,293,,
Emmet,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Emmet,under 5 years,"Unknown, other or suppressed",At Least One Dose,21,,
Emmet,under 5 years,"Unknown, other or suppressed",Up-To-Date,4,,
Genesee,12-15 years,"Unknown, other or suppressed",At Least One Dose,236,,
Genesee,12-15 years,"Unknown, other or suppressed",Up-To-Date,27,,
Genesee,16-19 years,"Unknown, other or suppressed",At Least One Dose,728,,
Genesee,16-19 years,"Unknown, other or suppressed",Up-To-Date,79,,
Genesee,20-29 years,"Unknown, other or suppressed",At Least One Dose,3529,,
Genesee,20-29 years,"Unknown, other or suppressed",Up-To-Date,301,,
Genesee,30-39 years,"Unknown, other or suppressed",At Least One Dose,3951,,
Genesee,30-39 years,"Unknown, other or suppressed",Up-To-Date,373,,
Genesee,40-49 years,"Unknown, other or suppressed",At Least One Dose,4181,,
Genesee,40-49 years,"Unknown, other or suppressed",Up-To-Date,446,,
Genesee,5-11 years,"Unknown, other or suppressed",At Least One Dose,270,,
Genesee,5-11 years,"Unknown, other or suppressed",Up-To-Date,23,,
Genesee,50-64 years,"Unknown, other or suppressed",At Least One Dose,8204,,
Genesee,50-64 years,"Unknown, other or suppressed",Up-To-Date,1466,,
Genesee,65-74 years,"Unknown, other or suppressed",At Least One Dose,5224,,
Genesee,65-74 years,"Unknown, other or suppressed",Up-To-Date,1881,,
Genesee,75+ years,"Unknown, other or suppressed",At Least One Dose,5149,,
Genesee,75+ years,"Unknown, other or suppressed",Up-To-Date,1883,,
Genesee,missing,"Unknown, other or suppressed",At Least One Dose,14,,
Genesee,under 5 years,"Unknown, other or suppressed",At Least One Dose,82,,
Genesee,under 5 years,"Unknown, other or suppressed",Up-To-Date,14,,
Gladwin,12-15 years,"Unknown, other or suppressed",At Least One Dose,25,,
Gladwin,12-15 years,"Unknown, other or suppressed",Up-To-Date,3,,
Gladwin,16-19 years,"Unknown, other or suppressed",At Least One Dose,41,,
Gladwin,16-19 years,"Unknown, other or suppressed",Up-To-Date,2,,
Gladwin,20-29 years,"Unknown, other or suppressed",At Least One Dose,159,,
Gladwin,20-29 years,"Unknown, other or suppressed",Up-To-Date,10,,
Gladwin,30-39 years,"Unknown, other or suppressed",At Least One Dose,197,,
Gladwin,30-39 years,"Unknown, other or suppressed",Up-To-Date,23,,
Gladwin,40-49 years,"Unknown, other or suppressed",At Least One Dose,295,,
Gladwin,40-49 years,"Unknown, other or suppressed",Up-To-Date,40,,
Gladwin,5-11 years,"Unknown, other or suppressed",At Least One Dose,23,,
Gladwin,5-11 years,"Unknown, other or suppressed",Up-To-Date,11,,
Gladwin,50-64 years,"Unknown, other or suppressed",At Least One Dose,776,,
Gladwin,50-64 years,"Unknown, other or suppressed",Up-To-Date,143,,
Gladwin,65-74 years,"Unknown, other or suppressed",At Least One Dose,865,,
Gladwin,65-74 years,"Unknown, other or suppressed",Up-To-Date,328,,
Gladwin,75+ years,"Unknown, other or suppressed",At Least One Dose,1008,,
Gladwin,75+ years,"Unknown, other or suppressed",Up-To-Date,399,,
Gladwin,under 5 years,"Unknown, other or suppressed",At Least One Dose,1,,
Gladwin,under 5 years,"Unknown, other or suppressed",Up-To-Date,0,,
Gogebic,12-15 years,"Unknown, other or suppressed",At Least One Dose,26,,
Gogebic,12-15 years,"Unknown, other or suppressed",Up-To-Date,2,,
Gogebic,16-19 years,"Unknown, other or suppressed",At Least One Dose,72,,
Gogebic,16-19 years,"Unknown, other or suppressed",Up-To-Date,12,,
Gogebic,20-29 years,"Unknown, other or suppressed",At Least One Dose,156,,
Gogebic,20-29 years,"Unknown, other or suppressed",Up-To-Date,19,,
Gogebic,30-39 years,"Unknown, other or suppressed",At Least One Dose,237,,
Gogebic,30-39 years,"Unknown, other or suppressed",Up-To-Date,38,,
Gogebic,40-49 years,"Unknown, other or suppressed",At Least One Dose,244,,
Gogebic,40-49 years,"Unknown, other or suppressed",Up-To-Date,44,,
Gogebic,5-11 years,"Unknown, other or suppressed",At Least One Dose,30,,
Gogebic,5-11 years,"Unknown, other or suppressed",Up-To-Date,4,,
Gogebic,50-64 years,"Unknown, other or suppressed",At Least One Dose,618,,
Gogebic,50-64 years,"Unknown, other or suppressed",Up-To-Date,141,,
Gogebic,65-74 years,"Unknown, other or suppressed",At Least One Dose,594,,
Gogebic,65-74 years,"Unknown, other or suppressed",Up-To-Date,201,,
Gogebic,75+ years,"Unknown, other or suppressed",At Least One Dose,598,,
Gogebic,75+ years,"Unknown, other or suppressed",Up-To-Date,196,,
Gogebic,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Gogebic,under 5 years,"Unknown, other or suppressed",At Least One Dose,2,,
Gogebic,under 5 years,"Unknown, other or suppressed",Up-To-Date,2,,
Grand Traverse,12-15 years,"Unknown, other or suppressed",At Least One Dose,156,,
Grand Traverse,12-15 years,"Unknown, other or suppressed",Up-To-Date,48,,
Grand Traverse,16-19 years,"Unknown, other or suppressed",At Least One Dose,252,,
Grand Traverse,16-19 years,"Unknown, other or suppressed",Up-To-Date,54,,
Grand Traverse,20-29 years,"Unknown, other or suppressed",At Least One Dose,1114,,
Grand Traverse,20-29 years,"Unknown, other or suppressed",Up-To-Date,168,,
Grand Traverse,30-39 years,"Unknown, other or suppressed",At Least One Dose,1601,,
Grand Traverse,30-39 years,"Unknown, other or suppressed",Up-To-Date,350,,
Grand Traverse,40-49 years,"Unknown, other or suppressed",At Least One Dose,1503,,
Grand Traverse,40-49 years,"Unknown, other or suppressed",Up-To-Date,372,,
Grand Traverse,5-11 years,"Unknown, other or suppressed",At Least One Dose,177,,
Grand Traverse,5-11 years,"Unknown, other or suppressed",Up-To-Date,42,,
Grand Traverse,50-64 years,"Unknown, other or suppressed",At Least One Dose,2522,,
Grand Traverse,50-64 years,"Unknown, other or suppressed",Up-To-Date,728,,
Grand Traverse,65-74 years,"Unknown, other or suppressed",At Least One Dose,2062,,
Grand Traverse,65-74 years,"Unknown, other or suppressed",Up-To-Date,1147,,
Grand Traverse,75+ years,"Unknown, other or suppressed",At Least One Dose,2196,,
Grand Traverse,75+ years,"Unknown, other or suppressed",Up-To-Date,1030,,
Grand Traverse,missing,"Unknown, other or suppressed",At Least One Dose,4,,
Grand Traverse,under 5 years,"Unknown, other or suppressed",At Least One Dose,78,,
Grand Traverse,under 5 years,"Unknown, other or suppressed",Up-To-Date,16,,
Gratiot,12-15 years,"Unknown, other or suppressed",At Least One Dose,28,,
Gratiot,12-15 years,"Unknown, other or suppressed",Up-To-Date,13,,
Gratiot,16-19 years,"Unknown, other or suppressed",At Least One Dose,97,,
Gratiot,16-19 years,"Unknown, other or suppressed",Up-To-Date,16,,
Gratiot,20-29 years,"Unknown, other or suppressed",At Least One Dose,358,,
Gratiot,20-29 years,"Unknown, other or suppressed",Up-To-Date,23,,
Gratiot,30-39 years,"Unknown, other or suppressed",At Least One Dose,429,,
Gratiot,30-39 years,"Unknown, other or suppressed",Up-To-Date,55,,
Gratiot,40-49 years,"Unknown, other or suppressed",At Least One Dose,570,,
Gratiot,40-49 years,"Unknown, other or suppressed",Up-To-Date,67,,
Gratiot,5-11 years,"Unknown, other or suppressed",At Least One Dose,32,,
Gratiot,5-11 years,"Unknown, other or suppressed",Up-To-Date,11,,
Gratiot,50-64 years,"Unknown, other or suppressed",At Least One Dose,960,,
Gratiot,50-64 years,"Unknown, other or suppressed",Up-To-Date,198,,
Gratiot,65-74 years,"Unknown, other or suppressed",At Least One Dose,540,,
Gratiot,65-74 years,"Unknown, other or suppressed",Up-To-Date,194,,
Gratiot,75+ years,"Unknown, other or suppressed",At Least One Dose,723,,
Gratiot,75+ years,"Unknown, other or suppressed",Up-To-Date,307,,
Gratiot,under 5 years,"Unknown, other or suppressed",At Least One Dose,22,,
Gratiot,under 5 years,"Unknown, other or suppressed",Up-To-Date,3,,
Hillsdale,12-15 years,"Unknown, other or suppressed",At Least One Dose,33,,
Hillsdale,12-15 years,"Unknown, other or suppressed",Up-To-Date,3,,
Hillsdale,16-19 years,"Unknown, other or suppressed",At Least One Dose,85,,
Hillsdale,16-19 years,"Unknown, other or suppressed",Up-To-Date,16,,
Hillsdale,20-29 years,"Unknown, other or suppressed",At Least One Dose,453,,
Hillsdale,20-29 years,"Unknown, other or suppressed",Up-To-Date,31,,
Hillsdale,30-39 years,"Unknown, other or suppressed",At Least One Dose,417,,
Hillsdale,30-39 years,"Unknown, other or suppressed",Up-To-Date,41,,
Hillsdale,40-49 years,"Unknown, other or suppressed",At Least One Dose,514,,
Hillsdale,40-49 years,"Unknown, other or suppressed",Up-To-Date,53,,
Hillsdale,5-11 years,"Unknown, other or suppressed",At Least One Dose,37,,
Hillsdale,5-11 years,"Unknown, other or suppressed",Up-To-Date,7,,
Hillsdale,50-64 years,"Unknown, other or suppressed",At Least One Dose,1137,,
Hillsdale,50-64 years,"Unknown, other or suppressed",Up-To-Date,208,,
Hillsdale,65-74 years,"Unknown, other or suppressed",At Least One Dose,1037,,
Hillsdale,65-74 years,"Unknown, other or suppressed",Up-To-Date,370,,
Hillsdale,75+ years,"Unknown, other or suppressed",At Least One Dose,962,,
Hillsdale,75+ years,"Unknown, other or suppressed",Up-To-Date,353,,
Hillsdale,missing,"Unknown, other or suppressed",At Least One Dose,2,,
Hillsdale,under 5 years,"Unknown, other or suppressed",At Least One Dose,14,,
Hillsdale,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Houghton,12-15 years,"Unknown, other or suppressed",At Least One Dose,90,,
Houghton,12-15 years,"Unknown, other or suppressed",Up-To-Date,32,,
Houghton,16-19 years,"Unknown, other or suppressed",At Least One Dose,95,,
Houghton,16-19 years,"Unknown, other or suppressed",Up-To-Date,20,,
Houghton,20-29 years,"Unknown, other or suppressed",At Least One Dose,863,,
Houghton,20-29 years,"Unknown, other or suppressed",Up-To-Date,125,,
Houghton,30-39 years,"Unknown, other or suppressed",At Least One Dose,764,,
Houghton,30-39 years,"Unknown, other or suppressed",Up-To-Date,137,,
Houghton,40-49 years,"Unknown, other or suppressed",At Least One Dose,780,,
Houghton,40-49 years,"Unknown, other or suppressed",Up-To-Date,166,,
Houghton,5-11 years,"Unknown, other or suppressed",At Least One Dose,74,,
Houghton,5-11 years,"Unknown, other or suppressed",Up-To-Date,31,,
Houghton,50-64 years,"Unknown, other or suppressed",At Least One Dose,1580,,
Houghton,50-64 years,"Unknown, other or suppressed",Up-To-Date,469,,
Houghton,65-74 years,"Unknown, other or suppressed",At Least One Dose,1243,,
Houghton,65-74 years,"Unknown, other or suppressed",Up-To-Date,581,,
Houghton,75+ years,"Unknown, other or suppressed",At Least One Dose,1178,,
Houghton,75+ years,"Unknown, other or suppressed",Up-To-Date,549,,
Houghton,under 5 years,"Unknown, other or suppressed",At Least One Dose,26,,
Houghton,under 5 years,"Unknown, other or suppressed",Up-To-Date,12,,
Huron,12-15 years,"Unknown, other or suppressed",At Least One Dose,19,,
Huron,12-15 years,"Unknown, other or suppressed",Up-To-Date,3,,
Huron,16-19 years,"Unknown, other or suppressed",At Least One Dose,36,,
Huron,16-19 years,"Unknown, other or suppressed",Up-To-Date,7,,
Huron,20-29 years,"Unknown, other or suppressed",At Least One Dose,227,,
Huron,20-29 years,"Unknown, other or suppressed",Up-To-Date,13,,
Huron,30-39 years,"Unknown, other or suppressed",At Least One Dose,300,,
Huron,30-39 years,"Unknown, other or suppressed",Up-To-Date,25,,
Huron,40-49 years,"Unknown, other or suppressed",At Least One Dose,328,,
Huron,40-49 years,"Unknown, other or suppressed",Up-To-Date,33,,
Huron,5-11 years,"Unknown, other or suppressed",At Least One Dose,30,,
Huron,5-11 years,"Unknown, other or suppressed",Up-To-Date,3,,
Huron,50-64 years,"Unknown, other or suppressed",At Least One Dose,677,,
Huron,50-64 years,"Unknown, other or suppressed",Up-To-Date,111,,
Huron,65-74 years,"Unknown, other or suppressed",At Least One Dose,511,,
Huron,65-74 years,"Unknown, other or suppressed",Up-To-Date,175,,
Huron,75+ years,"Unknown, other or suppressed",At Least One Dose,596,,
Huron,75+ years,"Unknown, other or suppressed",Up-To-Date,213,,
Huron,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Huron,under 5 years,"Unknown, other or suppressed",At Least One Dose,3,,
Huron,under 5 years,"Unknown, other or suppressed",Up-To-Date,5,,
Ingham,12-15 years,"Unknown, other or suppressed",At Least One Dose,571,,
Ingham,12-15 years,"Unknown, other or suppressed",Up-To-Date,135,,
Ingham,16-19 years,"Unknown, other or suppressed",At Least One Dose,1186,,
Ingham,16-19 years,"Unknown, other or suppressed",Up-To-Date,283,,
Ingham,20-29 years,"Unknown, other or suppressed",At Least One Dose,6298,,
Ingham,20-29 years,"Unknown, other or suppressed",Up-To-Date,980,,
Ingham,30-39 years,"Unknown, other or suppressed",At Least One Dose,5729,,
Ingham,30-39 years,"Unknown, other or suppressed",Up-To-Date,1273,,
Ingham,40-49 years,"Unknown, other or suppressed",At Least One Dose,4116,,
Ingham,40-49 years,"Unknown, other or suppressed",Up-To-Date,953,,
Ingham,5-11 years,"Unknown, other or suppressed",At Least One Dose,872,,
Ingham,5-11 years,"Unknown, other or suppressed",Up-To-Date,167,,
Ingham,50-64 years,"Unknown, other or suppressed",At Least One Dose,5678,,
Ingham,50-64 years,"Unknown, other or suppressed",Up-To-Date,1602,,
Ingham,65-74 years,"Unknown, other or suppressed",At Least One Dose,3592,,
Ingham,65-74 years,"Unknown, other or suppressed",Up-To-Date,1825,,
Ingham,75+ years,"Unknown, other or suppressed",At Least One Dose,3475,,
Ingham,75+ years,"Unknown, other or suppressed",Up-To-Date,1668,,
Ingham,missing,"Unknown, other or suppressed",At Least One Dose,5,,
Ingham,under 5 years,"Unknown, other or suppressed",At Least One Dose,276,,
Ingham,under 5 years,"Unknown, other or suppressed",Up-To-Date,70,,
Ionia,12-15 years,"Unknown, other or suppressed",At Least One Dose,48,,
Ionia,12-15 years,"Unknown, other or suppressed",Up-To-Date,6,,
Ionia,16-19 years,"Unknown, other or suppressed",At Least One Dose,111,,
Ionia,16-19 years,"Unknown, other or suppressed",Up-To-Date,15,,
Ionia,20-29 years,"Unknown, other or suppressed",At Least One Dose,614,,
Ionia,20-29 years,"Unknown, other or suppressed",Up-To-Date,68,,
Ionia,30-39 years,"Unknown, other or suppressed",At Least One Dose,868,,
Ionia,30-39 years,"Unknown, other or suppressed",Up-To-Date,83,,
Ionia,40-49 years,"Unknown, other or suppressed",At Least One Dose,1198,,
Ionia,40-49 years,"Unknown, other or suppressed",Up-To-Date,139,,
